web-scraper-order,web-scraper-start-url,categories,categories-href,subcat,subcat-href,products,products-href,name_product,price_euro,unit,Attributes,ingridients,cat_name,sub_cat_name,price_cent,weight,kcal
"1675700985-402","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","8.19per stuk","https://www.ah.nl/producten/product/wi470072/philips-led-fil-kogel-mat-e27-40w","Philips Led fil kogel mat E27 40W","8","per stuk","","Voor gebruik binnen","Koken, tafelen, vrije tijd","Wonen, slapen","19","1 Stuks (piece)","null"
"1675700987-403","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","8.39per stuk","https://www.ah.nl/producten/product/wi469620/philips-led-fil-kaars-helder-e14-40w","Philips Led fil kaars helder E14 40W","8","per stuk","","Voor gebruik binnen","Koken, tafelen, vrije tijd","Wonen, slapen","39","1 Stuks (piece)","null"
"1675700989-404","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","6.89per stuk","https://www.ah.nl/producten/product/wi486098/philips-led-spot-gu10-35w","Philips Led spot GU10 35W","6","per stuk","","Voor gebruik binnen","Koken, tafelen, vrije tijd","Wonen, slapen","89","1 Stuks (piece)","null"
"1675700991-405","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","8.19per stuk","https://www.ah.nl/producten/product/wi470064/philips-led-lamp-mat-40watt","Philips Led lamp mat 40watt","8","per stuk","","Voor gebruik binnen","Koken, tafelen, vrije tijd","Wonen, slapen","19","1 Stuks (piece)","null"
"1675700993-406","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.89per stuk","https://www.ah.nl/producten/product/wi484831/bolsius-rustieke-kaars-okergeel-13cm","Bolsius Rustieke kaars okergeel 13cm","3","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","89","1 Stuks (piece)","null"
"1675700996-407","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.79per stuk","https://www.ah.nl/producten/product/wi484751/bolsius-rustieke-kaars-wit-8cm","Bolsius Rustieke kaars wit 8cm","2","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","1 Stuks (piece)","null"
"1675700998-408","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.9918 stuks","https://www.ah.nl/producten/product/wi466243/bolsius-true-scents-geurtheelichten-granaatappel","Bolsius True scents geurtheelichten granaatappel","2","18 stuks","","Buiten het bereik van kinderen houden","Koken, tafelen, vrije tijd","Wonen, slapen","99","18 Stuks (piece)","null"
"1675701001-409","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","6.99per stuk","https://www.ah.nl/producten/product/wi516899/bolsius-geurstokjes-fresh-cotton","Bolsius Geurstokjes fresh cotton","6","per stuk","Schadelijk (irritatie, bij inademen)","Veroorzaakt ernstige oogirritatie.","Koken, tafelen, vrije tijd","Wonen, slapen","99","45 Milliliter","null"
"1675701003-410","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","4.49per stuk","https://www.ah.nl/producten/product/wi484749/bolsius-rustieke-kaars-shimmer-goud-19cm","Bolsius Rustieke kaars shimmer goud 19cm","4","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","49","1 Stuks (piece)","null"
"1675701005-411","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","5.4924 stuks","https://www.ah.nl/producten/product/wi506368/bolsius-waxinelichtjes-clear-cup-6-branduren","Bolsius Waxinelichtjes clear cup 6 branduren","5","24 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","49","24 Stuks (piece)","null"
"1675701007-412","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","6.9912 stuks","https://www.ah.nl/producten/product/wi396246/gouda-maxi-lichten-helder-kaarslicht-10-uur","Gouda Maxi lichten helder kaarslicht 10 uur","6","12 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","99","12 Stuks (piece)","null"
"1675701009-413","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.9918 stuks","https://www.ah.nl/producten/product/wi466244/bolsius-true-scents-geurtheelichten-magnolia","Bolsius True scents geurtheelichten magnolia","2","18 stuks","","Buiten het bereik van kinderen houden","Koken, tafelen, vrije tijd","Wonen, slapen","99","18 Stuks (piece)","null"
"1675701011-414","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","1.19per stuk","https://www.ah.nl/producten/product/wi484862/bolsius-dinerkaars-rustiek-antraciet-27cm","Bolsius Dinerkaars rustiek antraciet 27cm","1","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","19","1 Stuks (piece)","null"
"1675701013-415","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.9918 stuks","https://www.ah.nl/producten/product/wi516901/bolsius-geurtheelichten-fresh-cotton","Bolsius Geurtheelichten fresh cotton","2","18 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","99","18 Stuks (piece)","null"
"1675701015-416","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","1.19per stuk","https://www.ah.nl/producten/product/wi484861/bolsius-dinerkaars-rustiek-okergeel-27cm","Bolsius Dinerkaars rustiek okergeel  27cm","1","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","19","1 Stuks (piece)","null"
"1675701017-417","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","1.19per stuk","https://www.ah.nl/producten/product/wi508376/bolsius-dinerkaars-rustiek-oudroze-27cm","Bolsius Dinerkaars rustiek oudroze 27cm","1","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","19","1 Stuks (piece)","null"
"1675701019-418","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.9910 stuks","https://www.ah.nl/producten/product/wi484869/ah-dinerkaars-zwart-10-uur-zwart","AH Dinerkaars zwart 10 uur zwart","3","10 stuks","","Waarschuwing: verpakking verwijderen voor gebruik.","Koken, tafelen, vrije tijd","Wonen, slapen","99","10 Aantal","null"
"1675701021-419","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","6.9930 stuks","https://www.ah.nl/producten/product/wi396230/gouda-waxinelichten-helder-kaarslicht-8-uur","Gouda Waxinelichten helder kaarslicht 8 uur","6","30 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","99","30 Stuks (piece)","null"
"1675701023-420","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","4.49per stuk","https://www.ah.nl/producten/product/wi484847/bolsius-rustieke-kaars-ivoor-19cm","Bolsius Rustieke kaars ivoor 19cm","4","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","49","1 Stuks (piece)","null"
"1675701026-421","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.79per stuk","https://www.ah.nl/producten/product/wi484827/bolsius-rustieke-kaars-olijfgroen-8cm","Bolsius Rustieke kaars olijfgroen 8cm","2","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","1 Stuks (piece)","null"
"1675701027-422","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.9910 stuks","https://www.ah.nl/producten/product/wi484865/ah-dinerkaars-wit-8-branduren","AH Dinerkaars wit 8 branduren","3","10 stuks","","Waarschuwing: verpakking verwijderen voor gebruik.","Koken, tafelen, vrije tijd","Wonen, slapen","99","10 Aantal","null"
"1675701030-423","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.89per stuk","https://www.ah.nl/producten/product/wi484746/bolsius-rustieke-kaars-shimmer-goud-13cm","Bolsius Rustieke kaars shimmer goud 13cm","3","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","89","1 Stuks (piece)","null"
"1675701032-424","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.9918 stuks","https://www.ah.nl/producten/product/wi466205/bolsius-true-scents-geurtheelichten-vanille","Bolsius True scents geurtheelichten vanille","2","18 stuks","","Buiten het bereik van kinderen houden","Koken, tafelen, vrije tijd","Wonen, slapen","99","18 Stuks (piece)","null"
"1675701034-425","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","1.19per stuk","https://www.ah.nl/producten/product/wi484864/bolsius-dinerkaars-rustiek-olijfgroen-27cm","Bolsius Dinerkaars rustiek olijfgroen 27cm","1","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","19","1 Stuks (piece)","null"
"1675701036-426","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","1.792 stuks","https://www.ah.nl/producten/product/wi506373/avec-spiraalkaarsen-goud","Avec Spiraalkaarsen goud","1","2 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","2 Stuks","null"
"1675701038-427","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.89per stuk","https://www.ah.nl/producten/product/wi484838/bolsius-rustieke-kaars-olijfgroen-13cm","Bolsius Rustieke kaars olijfgroen 13cm","3","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","89","1 Stuks (piece)","null"
"1675701040-428","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.9918 stuks","https://www.ah.nl/producten/product/wi466246/bolsius-true-scents-geurtheelichten-oud-wood","Bolsius True scents geurtheelichten oud wood","2","18 stuks","","Buiten het bereik van kinderen houden","Koken, tafelen, vrije tijd","Wonen, slapen","99","18 Stuks (piece)","null"
"1675701042-429","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.79per stuk","https://www.ah.nl/producten/product/wi484743/bolsius-rustieke-kaars-shimmer-goud-8cm","Bolsius Rustieke kaars shimmer goud 8cm","2","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","1 Stuks (piece)","null"
"1675701044-430","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.991 l","https://www.ah.nl/producten/product/wi41468/farmlight-lampolie-helder","Farmlight Lampolie helder","2","1 lPrijs per LT € 2,99","Gezondheidsgevaar","Lampolie alleen
gebruiken in daarvoor bedoelde lampen.","Koken, tafelen, vrije tijd","Wonen, slapen","99","1 Liter","null"
"1675701046-431","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.79per stuk","https://www.ah.nl/producten/product/wi484753/bolsius-rustieke-kaars-ivoor-8cm","Bolsius Rustieke kaars ivoor 8cm","2","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","1 Stuks (piece)","null"
"1675701048-432","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.9918 stuks","https://www.ah.nl/producten/product/wi506276/bolsius-true-scents-geurtheelichten-appel-kaneel","Bolsius True scents geurtheelichten appel kaneel","2","18 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","99","18 Stuks (piece)","null"
"1675701050-433","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.89per stuk","https://www.ah.nl/producten/product/wi484830/bolsius-rustieke-kaars-ivoor-13cm","Bolsius Rustieke kaars ivoor 13cm","3","per stuk","","null","Koken, tafelen, vrije tijd","Wonen, slapen","89","1 Stuks (piece)","null"
"1675701052-434","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.9910 stuks","https://www.ah.nl/producten/product/wi484866/ah-dinerkaars-ivoor-8-branduren","AH Dinerkaars ivoor 8 branduren","3","10 stuks","","Warning symbool: driehoek met uitroepteken","Koken, tafelen, vrije tijd","Wonen, slapen","99","10 Aantal","null"
"1675701054-435","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","3.792 kgBiologisch","https://www.ah.nl/producten/product/wi421754/bio-haardblok","Bio Haardblok","3","2 kg","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","2890 Centimeter","null"
"1675701056-436","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","2.7912 stuksPrijsfavoriet","https://www.ah.nl/producten/product/wi129419/ah-theelichten-maxi","AH Theelichten maxi","2","12 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","79","12 Stuks (piece)","null"
"1675701058-437","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","7.4960 stuks","https://www.ah.nl/producten/product/wi484739/bolsius-waxinelichtjes-6-branduren","Bolsius Waxinelichtjes 6 branduren","7","60 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","49","60 Stuks (piece)","null"
"1675701060-438","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","7.4914 stuks","https://www.ah.nl/producten/product/wi490753/bolsius-maxi-waxinelichtjes-10-branduren","Bolsius Maxi waxinelichtjes 10 branduren","7","14 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","49","14 Stuks (piece)","null"
"1675701062-439","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","7.4945 stuks","https://www.ah.nl/producten/product/wi484740/bolsius-waxinelichtjes-8-branduren","Bolsius Waxinelichtjes 8 branduren","7","45 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","49","45 Stuks (piece)","null"
"1675701064-440","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","4.9940 stuksPrijsfavoriet","https://www.ah.nl/producten/product/wi165036/ah-theelichten-8-branduren","AH Theelichten 8 branduren","4","40 stuks","","null","Koken, tafelen, vrije tijd","Wonen, slapen","99","40 Stuks (piece)","null"
"1675701066-441","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Wonen, slapen","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/wonen-slapen","1.99per stuk","https://www.ah.nl/producten/product/wi2856/ah-haardblok","AH Haardblok","1","per stuk","Papier en/of hout van gecertificeerde herkomst","leg het haardblok in de open haard met de naam haardblok naar beneden. Verpakking niet openen. Uiteinden van de verpakking uittrekken en aan beide uiteinden en in het midden aansteken.","Koken, tafelen, vrije tijd","Wonen, slapen","99","1.1 Kilogram","null"
"1675701071-442","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.198 stuks","https://www.ah.nl/producten/product/wi514262/ah-cocktail-prikker","AH Cocktail prikker","1","8 stuks","Papier en/of hout van gecertificeerde herkomst","Geproduceerd in: China","Koken, tafelen, vrije tijd","Feestje, gelegenheid","19","8 Aantal","null"
"1675701074-443","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.558 stuks","https://www.ah.nl/producten/product/wi514253/ah-uitdeelzakje-happy","AH Uitdeelzakje happy","1","8 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","55","8 Stuks (piece)","null"
"1675701077-444","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","2.9910 stuks","https://www.ah.nl/producten/product/wi514588/ah-cocktailprikkers-rvs","AH Cocktailprikkers rvs","2","10 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","10 Stuks (piece)","null"
"1675701078-445","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.9912 stuks","https://www.ah.nl/producten/product/wi514522/ah-beker-blad","AH Beker blad","1","12 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","12 Aantal","null"
"1675701081-446","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.9910 stuks","https://www.ah.nl/producten/product/wi514516/ah-bord-jungle-22cm","AH Bord jungle 22cm","1","10 stuks","Papier en/of hout van gecertificeerde herkomst","Niet geschikt voor fruitzuren.","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","10 Aantal","null"
"1675701083-447","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","3.1912 stuks","https://www.ah.nl/producten/product/wi484732/ah-lepel-karton","AH Lepel karton","3","12 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","19","12 Aantal","null"
"1675701085-448","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.9924 stuks","https://www.ah.nl/producten/product/wi514506/ah-kaarsjes","AH Kaarsjes","0","24 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","24 Stuks (piece)","null"
"1675701087-449","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.99per stuk","https://www.ah.nl/producten/product/wi514254/ah-vlaggenlijn-6-meter","AH Vlaggenlijn 6 meter","0","per stuk","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","1 Aantal","null"
"1675701090-450","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.298 stuks","https://www.ah.nl/producten/product/wi514505/ah-cocktailprikker","AH Cocktailprikker","1","8 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","29","8 Stuks (piece)","null"
"1675701091-451","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.9910 stuks","https://www.ah.nl/producten/product/wi514521/ah-bord-blad-22cm","AH Bord blad 22cm","1","10 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","10 Aantal","null"
"1675701093-452","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.99per stuk","https://www.ah.nl/producten/product/wi384439/hoomark-wijnfleszak","Hoomark Wijnfleszak","0","per stuk","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","1 Stuks","null"
"1675701095-453","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.2910 stuks","https://www.ah.nl/producten/product/wi514520/ah-bord-blad-15cm","AH Bord blad 15cm","1","10 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","29","10 Aantal","null"
"1675701098-454","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","2.5950 stuks","https://www.ah.nl/producten/product/wi514494/ah-ballonnen-gekleurd","AH Ballonnen gekleurd","2","50 stuks","Papier en/of hout van gecertificeerde herkomst","Voor kinderen jonger dan 8 jaar bestaat gevaar voor verstikking door niet opgeblazen of geknapte ballonnen. Toezicht door volwassenen is vereist. Houd niet opgeblazen ballonnen buiten bereik van kinderen. Gooi kapotte ballonnen direct weg.","Koken, tafelen, vrije tijd","Feestje, gelegenheid","59","50 Aantal","null"
"1675701099-455","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.9912 stuks","https://www.ah.nl/producten/product/wi514512/ah-beker-multi-colour","AH Beker multi colour","1","12 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","12 Aantal","null"
"1675701102-456","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.65per stuk","https://www.ah.nl/producten/product/wi514502/ah-bellenblaas","AH Bellenblaas","0","per stuk","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","65","1 Stuks (piece)","null"
"1675701103-457","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.998 stuks","https://www.ah.nl/producten/product/wi514518/ah-bakje-jungle","AH Bakje jungle","1","8 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","8 Aantal","null"
"1675701105-458","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.0910 stuks","https://www.ah.nl/producten/product/wi514507/ah-rietje-20cm","AH Rietje 20cm","1","10 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","09","10 Stuks (piece)","null"
"1675701107-459","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.45100 stuks","https://www.ah.nl/producten/product/wi133524/vanka-kawat-satestokjes-17-5-cm","Vanka-Kawat Satestokjes 17,5 cm","0","100 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","45","100 Stuks (piece)","null"
"1675701109-460","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.1920 stuks","https://www.ah.nl/producten/product/wi473598/ah-houten-lepel","AH Houten lepel","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","19","20 Aantal","null"
"1675701113-461","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.9920 stuks","https://www.ah.nl/producten/product/wi514523/ah-servet-blad-33cm","AH Servet blad 33cm","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","20 Aantal","null"
"1675701116-462","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","3.2910 stuks","https://www.ah.nl/producten/product/wi434821/ah-glas-facet-240-ml","AH Glas facet 240 ml","3","10 stuks","","voor eenmalig gebruik","Koken, tafelen, vrije tijd","Feestje, gelegenheid","29","10 Aantal","null"
